00:01:45.000,00:01:56.000,"No one is the master of their own destiny,
the vicissitudes throughout their life.",00:01:44.400,00:01:55.400,"Heaven’s will cannot be known,
weaving together weals and woes."
00:01:56.000,00:02:07.000,"For the lovers of all time,
who can break the spell of romance?",00:01:55.400,00:02:06.400,"For lovers caught in eternal time,
who can break the spell of romance?"
00:02:08.000,00:02:17.000,Who can break the spell of romance?,00:02:07.400,00:02:16.400,Who can break the spell of romance?
00:02:17.000,00:02:22.000,"[contact translators] carsenwei@yahoo.com
[subtitles subscription] liberapay.com/ZHZSubbers",00:02:16.400,00:02:21.400,"Translators: The Magpie Bridge Brigade 鹊桥小队翻译组
https://magpiebridgebrigade.cn
Twitter/FB/IG @BrigadeMagpie 公众号/微博: 鹊桥小队翻译组"
00:02:22.050,00:02:23.390,正因为是你的亲信,00:02:21.450,00:02:24.733,"It's exactly because she has your trust
that I must treat her generously."
00:02:23.890,00:02:24.880,朕才不薄待她,,,
00:02:25.640,00:02:26.720,就和你当年一样,00:02:25.040,00:02:28.160,"How about granting her the title of Attendant, just like when you entered the palace?"
00:02:27.020,00:02:28.050,封为常在如何,,,
00:02:28.940,00:02:31.020,就封为禧常在吧,00:02:28.480,00:02:30.680,I'll name her Attendant Xi [Auspicious].
00:02:33.730,00:02:34.310,奴婢不敢,00:02:33.295,00:02:34.640,"Your Majesty, I dare not ..."
00:02:35.110,00:02:36.770,奴婢怎配侍奉皇上,00:02:34.640,00:02:36.684,How could I deserve the honor of serving Your Majesty?
00:02:37.400,00:02:38.520,还请皇上饶过奴婢,00:02:36.920,00:02:38.324,I beg Your Majesty to forgive me.
00:02:39.910,00:02:40.740,这倒奇了,00:02:39.460,00:02:40.546,How strange.
00:02:41.530,00:02:43.690,寻常宫女要是有这样的荣宠,00:02:41.220,00:02:44.640,"Any maid in the palace would thank the Buddha
for receiving such favor and honor,"
00:02:43.990,00:02:45.110,早就乐得拜佛去了,,,
00:02:45.660,00:02:46.450,你倒还不肯,00:02:45.140,00:02:46.190,but you’re not willing.
00:02:46.790,00:02:47.620,奴婢有罪,00:02:46.190,00:02:47.577,"I admit my offense, Your Majesty."
,,,00:02:47.800,00:02:48.960,I already ...
00:02:48.330,00:02:51.540,奴婢已经有心上人了,00:02:49.715,00:02:51.236,have someone in my heart.
00:02:52.750,00:02:54.290,你有心上人了,00:02:52.300,00:02:54.240,You have someone in your heart?
00:02:55.590,00:02:57.920,侍卫还是太医 你告诉朕,00:02:55.280,00:02:57.709,"A guard, or an imperial doctor? Tell me."
00:02:58.630,00:03:01.340,朕成全你们这段姻缘,00:02:58.260,00:03:00.900,"If this marriage is fated, I will decree it."
00:03:03.050,00:03:04.130,浣碧臣妾要留着,00:03:02.620,00:03:04.320,I want to keep Jade by my side
00:03:04.890,00:03:06.720,哪日亲自给她指婚才算完呢,00:03:04.440,00:03:06.493,until the day I arrange her marriage myself.
00:03:08.480,00:03:09.090,浣碧,00:03:08.060,00:03:08.900,Jade.
00:03:09.640,00:03:10.930,去阿哥所把弘瞻抱来,00:03:09.220,00:03:10.760,Bring Hongyan from the Imperial Nursery.
00:03:11.310,00:03:11.970,皇上要见他,00:03:10.760,00:03:11.780,His Majesty wants to see him.
00:03:12.190,00:03:12.800,是,00:03:11.780,00:03:12.393,Yes.
00:03:20.280,00:03:22.360,朕最喜欢看你吃醋的样子,00:03:19.800,00:03:21.873,I like to see you being jealous.
00:03:24.070,00:03:25.940,惠妃去了以后,00:03:23.660,00:03:25.580,"Since Consort Vertu passed,"
00:03:26.280,00:03:27.490,你一直心里不痛快,00:03:25.680,00:03:27.154,your heart has been heavy.
00:03:28.200,00:03:29.860,难得逗你多说几句,00:03:27.660,00:03:30.000,It’s rare to hear a few lighthearted words from you.
00:03:30.910,00:03:32.400,臣妾伤心也就罢了,00:03:30.520,00:03:32.899,My sorrow is not the most important thing.
00:03:33.960,00:03:36.000,只是若非瓜尔佳氏兴风作浪,00:03:33.500,00:03:35.599,"Gūwalgiya ""created winds and waves"" in the harem,"
00:03:36.710,00:03:39.170,眉姐姐又怎会受惊血崩,00:03:35.599,00:03:38.980,"which caused Meizhuang's prenatal shock
and then bleeding to death."
00:03:39.510,00:03:40.590,这个你不必着急,00:03:38.980,00:03:40.220,Don’t worry.
00:03:41.470,00:03:43.580,朕迟早会给你一个答复,00:03:40.940,00:03:43.131,I will respond to this in time.
00:03:44.680,00:03:45.420,但愿如此,00:03:44.260,00:03:45.313,I hope so.
00:03:47.060,00:03:48.840,否则眉姐姐在九泉之下,00:03:46.620,00:03:48.504,Or Meizhuang still won't be able to close her eyes
00:03:49.350,00:03:50.260,也不能瞑目,00:03:48.750,00:03:50.189,"""under the Yellow Springs."""
00:03:51.140,00:03:52.130,今日早朝,00:03:50.720,00:03:52.086,"At the court this morning,"
00:03:53.400,00:03:55.390,鄂敏提起朕已有四子,00:03:53.000,00:03:55.200,"Gūwalgiya Emin said since I have four sons,"
00:03:55.860,00:03:57.720,可堪择长者立为太子,00:03:55.260,00:03:57.460,"I should consider designating the eldest as Crown Prince,"
00:03:58.020,00:03:58.760,以固国本,00:03:57.460,00:03:58.540,to consolidate the nation's foundation.
00:03:59.110,00:04:00.940,说这话的就该立即廷杖,00:03:58.540,00:04:00.930,Whoever suggested that should be flogged at court immediately.
00:04:01.530,00:04:02.390,打死也不为过,00:04:00.930,00:04:02.400,Even flogging to death isn’t too harsh!
00:04:04.160,00:04:05.270,皇上春秋鼎盛,00:04:03.740,00:04:05.390,Your Majesty is in your prime.
00:04:05.990,00:04:07.570,怎么就早早论起国本来了,00:04:05.390,00:04:07.120,Why mention the nation's foundation right now?
00:04:08.370,00:04:09.280,真是不像话,00:04:07.880,00:04:09.160,That’s extremely inappropriate.
00:04:09.700,00:04:10.940,早早立为太子,00:04:09.160,00:04:10.944,Being designated as Crown Prince too early
00:04:12.080,00:04:14.160,也是早早地成为众矢之的,00:04:11.560,00:04:13.711,means being a target to all.
00:04:15.000,00:04:19.080,以致诸皇子不好好读书务政,00:04:14.520,00:04:18.660,It would encourage the princes to have their eyes upon the crown
00:04:19.800,00:04:22.580,一心都盯在太子的位子上,00:04:19.320,00:04:21.980,instead of concentrating on their studies.
00:04:23.760,00:04:26.090,且我朝向来是立贤不立长,00:04:23.420,00:04:25.980,"Furthermore, our tradition is to select
the most virtuous, not simply the eldest."
00:04:26.680,00:04:28.630,又何必在长幼上饶舌,00:04:26.080,00:04:28.445,"Why ""wag their tongues"" about their ages?"
00:04:29.600,00:04:30.210,对了,00:04:29.206,00:04:30.080,"By the way,"
00:04:30.970,00:04:32.680,近来四阿哥勤于读书,00:04:30.460,00:04:32.700,the Fourth Prince has been diligent in his studies.
00:04:33.310,00:04:34.720,皇上可问过他功课了,00:04:32.920,00:04:35.320,Has Your Majesty questioned him on his schoolwork?
00:04:36.610,00:04:39.220,也还好 还算是应对如流,00:04:36.180,00:04:38.771,He's all right. He can answer quite smoothly.
00:04:40.530,00:04:41.180,只是,00:04:40.000,00:04:41.120,"However,"
00:04:41.690,00:04:43.520,朕还是觉得咱们的孩子好,00:04:41.280,00:04:43.133,I believe our child will be better -
00:04:43.900,00:04:44.810,觉得弘瞻好,00:04:43.380,00:04:44.738,Hongyan will be even better.
00:04:45.700,00:04:48.030,说到底 皇后本是敦厚人,00:04:45.260,00:04:47.700,The Empress has a gentle heart.
00:04:48.950,00:04:50.530,何以会出此下策,00:04:48.592,00:04:52.480,"She made the unwise decision to add alum
to the water for the blood droplet test"
00:04:50.910,00:04:52.780,在滴血验亲的水中加入白矾,,,
00:04:53.160,00:04:53.900,混淆视听,00:04:52.480,00:04:53.760,"to confuse the others,"
00:04:54.750,00:04:56.860,多半是因为皇上疼爱幼子的缘故,00:04:54.300,00:04:56.913,largely because Your Majesty favors the youngest son so much.
00:04:58.040,00:04:59.910,臣妾至今想来还是后怕,00:04:57.660,00:05:00.000,"Even now, I’m frightened when I recall that day."
00:05:00.670,00:05:03.540,所以还是请皇上少疼些弘瞻吧,00:05:00.280,00:05:02.940,So I request Your Majesty be less partial to Hongyan.
00:05:04.470,00:05:07.380,皇后着急朕知道,00:05:03.960,00:05:06.940,The Empress was worried. I understand that.
00:05:08.720,00:05:10.260,弘时虽然不拔尖,00:05:08.280,00:05:10.151,"Although Hongshi isn’t outstanding,"
00:05:10.810,00:05:13.220,却也是朕的孩子 朕怎能不疼,00:05:10.320,00:05:12.700,how could I not care for him? He’s also my child.
00:05:14.850,00:05:17.760,还是早日给弘时指一门婚事,00:05:14.420,00:05:17.300,"I’d better appoint a marriage for him,"
00:05:18.520,00:05:20.390,也好让皇后安心,00:05:17.940,00:05:20.040,which may also relieve the Empress's unease.
00:05:23.690,00:05:25.650,儿子一直不敢告诉皇额娘,00:05:23.240,00:05:25.506,I haven’t yet dared tell Imperial Mother that
00:05:27.530,00:05:30.570,其实上次的事皇后也有份参与,00:05:27.240,00:05:29.970,the Empress also took part in that incident.
00:05:31.700,00:05:34.740,她甚至偷换了滴血验亲的水,00:05:31.220,00:05:34.491,"She secretly changed the water for the blood droplet test,"
00:05:35.290,00:05:37.240,想陷害贵妃和六阿哥,00:05:34.820,00:05:37.213,conspiring to frame the Noble Consort and the Sixth Prince.
00:05:37.830,00:05:39.040,不用你来告诉,00:05:37.420,00:05:38.931,You don’t need to tell me.
00:05:40.340,00:05:41.320,这些日子,00:05:39.940,00:05:40.960,"These days,"
00:05:42.000,00:05:44.210,你一步也不肯踏进景仁宫,00:05:41.400,00:05:43.760,you won't take a single step into her palace.
00:05:45.050,00:05:46.380,哀家心里就有数,00:05:44.600,00:05:46.560,"In my heart, I already ""knew the numbers."""
00:05:47.550,00:05:49.130,自从贵妃有孕回来,00:05:47.120,00:05:49.189,"Since the Noble Consort got pregnant and returned,"
00:05:50.140,00:05:51.300,别说旁人,,,
00:05:52.060,00:05:54.800,哀家心里也一直有个疑影,00:05:49.400,00:05:54.400,"even I had a shadow of misgiving in my mind,
let alone other people."
00:05:55.850,00:05:58.970,皇室的血脉必须要纯净,00:05:55.400,00:05:58.615,The imperial bloodline must be pure.
00:05:59.860,00:06:00.840,不容有失,00:05:59.322,00:06:00.900,Not a hint of doubt can be allowed.
00:06:02.690,00:06:03.900,皇后掌管六宫,00:06:02.180,00:06:03.822,The Empress manages the palace affairs.
00:06:04.230,00:06:06.350,查明此事 责无旁贷,00:06:03.822,00:06:05.750,She’s obliged to investigate.
00:06:07.360,00:06:10.070,她处理的方式是有过失,00:06:06.960,00:06:09.640,The blood testing method was at fault -
00:06:10.990,00:06:13.150,以致混进了掺了白矾的水,00:06:10.560,00:06:13.068,since the water was easily contaminated with alum -
00:06:14.080,00:06:15.740,差点冤了贵妃,00:06:13.580,00:06:15.622,and that nearly wrongly accused the Noble Consort.
00:06:16.450,00:06:18.820,而皇帝你可以怪她无能,00:06:15.960,00:06:18.480,"Emperor, you can blame her for incompetence,"
00:06:19.920,00:06:22.620,却不能怪她蓄意陷害,00:06:19.480,00:06:22.020,but you cannot accuse her of conspiracy.
00:06:24.750,00:06:25.370,是,00:06:24.150,00:06:24.959,I know.
00:06:26.340,00:06:27.370,不为别的,00:06:25.740,00:06:27.200,"Not for any other reason,"
00:06:28.590,00:06:31.800,只为了她是你最心爱人的妹妹,00:06:27.990,00:06:31.200,but because she is the sister of your most beloved.
00:06:32.850,00:06:34.590,皇帝可以信不过宜修,00:06:32.250,00:06:34.663,"You can distrust Yixiu,"
00:06:35.930,00:06:37.890,却不能信不过纯元,00:06:35.380,00:06:37.960,but you can't distrust Première.
00:06:38.940,00:06:39.470,是,00:06:38.340,00:06:39.096,True.
00:06:40.100,00:06:41.970,皇后是一国之母,00:06:39.500,00:06:41.521,The Empress is the mother of the country.
00:06:43.480,00:06:45.940,国母不安则百姓不安,00:06:42.880,00:06:45.600,The people are uneasy when the mother of the country is uneasy.
00:06:47.530,00:06:50.390,皇帝出入若不带皇后,00:06:46.930,00:06:51.509,"If the Emperor always appears
with a favored concubine instead of the Empress,"
00:06:50.860,00:06:51.770,而带宠妃,,,
00:06:53.370,00:06:55.530,宠妃就会有僭越之心,00:06:52.843,00:06:55.837,that concubine may harbor ideas of reaching beyond her station.
00:06:57.160,00:06:58.030,若有一日,,,
00:06:58.660,00:07:00.820,嫔妃凌驾于皇后之上,00:06:56.560,00:07:00.400,"If one day, a concubine rises above the Empress,"
00:07:02.670,00:07:05.700,那么后宫 以至于天下,00:07:02.070,00:07:07.721,"then the imperial harem, even the
entire country, will be in chaos."
00:07:07.010,00:07:08.290,都要大乱了,,,
00:07:10.050,00:07:10.580,是,00:07:09.450,00:07:10.206,Yes.
00:07:13.470,00:07:16.380,人之将死 其言也善,00:07:12.870,00:07:15.780,"""One's words are kinder when death is nearer."""
00:07:17.970,00:07:19.460,哀家快要不行了,00:07:17.370,00:07:19.162,I'm near the end of my life.
00:07:21.310,00:07:22.770,皇帝你要记得,00:07:20.710,00:07:23.200,"You need to remember, Emperor,"
00:07:24.480,00:07:25.770,贵妃再好,,,
00:07:26.730,00:07:29.270,皇后只有一人,00:07:24.015,00:07:28.859,"no matter how good your Noble Consort is,
there is only one Empress."
00:07:43.170,00:07:43.870,长姐,00:07:42.570,00:07:43.610,Elder Sister!
00:07:44.750,00:07:46.290,这天天往园子里逛去,00:07:44.150,00:07:47.680,"We come to the garden every day,
either to see the flowers or net butterflies."
00:07:46.630,00:07:47.960,不是赏花 就是扑蝴蝶,,,
00:07:48.300,00:07:49.410,真真无趣极了,00:07:47.700,00:07:49.565,I'm getting so bored!
00:07:53.340,00:07:54.460,这紫禁城啊,,,
00:07:54.760,00:07:56.920,别人看是天家富贵 受用不尽,00:07:52.740,00:07:56.840,"Outsiders think the Forbidden City is full of
unlimited imperial wealth and luxury."
00:07:57.680,00:07:58.800,可一进来才知道,00:07:57.080,00:07:59.836,Only insiders know there's no place more tedious
00:07:59.930,00:08:01.920,这四方的天 四面的墙,00:07:59.836,00:08:03.710,than the square-shaped sky inside these high walls.
00:08:02.390,00:08:03.980,没有比这儿更闷的去处了,,,
00:08:04.310,00:08:04.970,是吧,00:08:03.710,00:08:04.710,Right?
00:08:08.400,00:08:10.690,你们姐妹俩说什么体己话呢,00:08:07.800,00:08:10.090,What are you two sisters talking about?
00:08:10.990,00:08:11.690,这样热闹,00:08:10.390,00:08:11.640,Sounds like a lively discussion.
00:08:12.240,00:08:13.650,皇上万福金安 皇上万安,00:08:11.640,00:08:13.620,"- Peace and grace to Your Majesty.
- Peace to Your Majesty."
00:08:24.580,00:08:26.620,小姨也来了 这么巧啊,00:08:23.980,00:08:26.284,My sister-in-law is here too. What a coincidence!
00:08:27.040,00:08:27.700,多谢皇上,00:08:26.440,00:08:27.515,I thank Your Majesty.
00:08:31.840,00:08:34.330,这两日 天气热起来了,00:08:31.240,00:08:34.032, The weather is getting hotter lately.
00:08:35.090,00:08:36.300,宫里还住得惯吗,00:08:34.490,00:08:36.341,Are you accustomed to living in the palace?
00:08:37.100,00:08:39.590,有什么不自在的就告诉你姐姐,00:08:36.500,00:08:38.990,"If there's any discomfort, just tell your sister."
00:08:39.970,00:08:41.210,就当是自己家一样,00:08:39.370,00:08:41.176,Consider the palace as your home.
00:08:42.060,00:08:43.670,妹妹入宫也不是一两日了,00:08:41.460,00:08:43.560,Yurao has stayed in the palace for quite some time now.
00:08:44.350,00:08:45.810,虽然宫中与家中不同,00:08:43.750,00:08:46.879,"Although living in the palace is different from at home,
she's gotten used to it."
00:08:46.100,00:08:46.970,但也还是惯的,,,
00:08:47.860,00:08:50.140,外头进了些上好的雨后龙井,00:08:47.260,00:08:50.302,"There was some good first-flush Dragon Well tea
offered as a tribute."
00:08:51.990,00:08:53.020,待会儿给你拿来,00:08:51.390,00:08:52.609,I'll send some to you.
00:08:53.360,00:08:54.690,不知道你妹妹爱不爱喝,00:08:52.760,00:08:54.241,I wonder if your sister likes it.
00:08:55.070,00:08:56.190,多谢皇上关怀,00:08:54.470,00:08:55.930,I thank Your Majesty for caring.
00:08:56.530,00:08:57.860,这宫里繁华巍山我,00:08:55.930,00:08:57.713,"Everything in the palace is grand and majestic,"
00:08:58.490,00:08:59.200,美人又多,00:08:57.890,00:08:59.320,with beautiful ladies in abundance.
00:08:59.580,00:09:00.410,自然是极好的,,,
00:09:00.910,00:09:03.070,只可惜处处得守着规矩,00:08:59.320,00:09:02.504,"Everything is extraordinary,
except that I always have to obey the rules."
00:09:03.410,00:09:05.700,不比在家里让玉娆胡闹惯了,00:09:02.810,00:09:05.440,"Unlike at home, where I have no rules."
00:09:06.370,00:09:08.290,比方说在寻常人家里,00:09:05.770,00:09:09.920,"For example, in ordinary families,
I would call you my brother-in-law."
00:09:08.540,00:09:10.120,玉娆该叫您一声姐夫,,,
00:09:10.710,00:09:11.700,可在这皇宫里,00:09:10.110,00:09:13.429,"However, in the palace, I must always remember that"
00:09:12.090,00:09:13.830,玉娆时时刻刻记在心里的,,,
00:09:14.170,00:09:16.040,是您是君威不可冒犯的皇上,00:09:13.429,00:09:15.863,Your Majesty has heavenly authority and I musn't give offense.
00:09:16.630,00:09:18.340,所以玉娆时刻谨慎,00:09:16.030,00:09:18.200,"I have to be prudent and cautious all the time,"
00:09:18.800,00:09:20.290,不敢把皇宫当家里,00:09:18.200,00:09:20.000,"so, the palace doesn't feel like home."
00:09:21.060,00:09:21.840,你听听,00:09:20.460,00:09:21.504,Listen to that!
00:09:24.770,00:09:27.050,你的口齿也算是伶俐的,00:09:24.170,00:09:26.639,You have great rhetorical skills.
00:09:27.440,00:09:28.600,可是跟你妹妹比起来,00:09:26.840,00:09:30.080,"But compared to your sister, I'm afraid you have to admit defeat."
00:09:28.940,00:09:30.220,恐怕是要甘拜下风了,,,
00:09:31.480,00:09:34.570,明明是说宫里不如在家里自在,00:09:31.380,00:09:34.550,"Here she is: complaining that the palace
 is not as comfortable as home,"
00:09:35.150,00:09:37.610,可偏偏朕就生不起气来,00:09:34.550,00:09:37.350,"but, I just can't get upset with her."
00:09:38.570,00:09:40.530,臣妾最怕的也是玉娆这张嘴,00:09:37.970,00:09:40.194,I'm no match for Yurao's rhetorical skills.
00:09:41.580,00:09:42.570,臣妾老在想,,,
00:09:43.160,00:09:44.490,以后要怎样一位妹夫,00:09:40.980,00:09:46.543,"I've been wondering what kind of future brother-in-law
 will be able to tame her sharp tongue."
00:09:44.830,00:09:46.370,才能管得住玉娆这张利嘴,,,
00:09:47.920,00:09:50.000,你妹妹大老远地才回来,00:09:47.320,00:09:49.702,Your sister just recently returned.
00:09:50.590,00:09:51.670,你这个做姐姐的,00:09:49.990,00:09:53.334,Why are you in such a hurry to marry her off?
00:09:52.050,00:09:53.910,就这么着急地要把她嫁出去吗,,,
00:09:55.260,00:09:56.210,依朕的意思,,,
00:09:56.970,00:10:00.500,小姨年纪还小 可再留两年,00:09:54.660,00:10:00.000,"I suggest she stay around for a couple more years
since she's still young."
00:10:01.050,00:10:03.220,等慢慢地选个好的再说,00:10:00.450,00:10:02.620,She should take her time to select the best for her.
00:10:04.770,00:10:06.720,小姨不是嫌宫里拘束吗,00:10:04.170,00:10:06.497,"If my sister-in-law finds the palace too constraining,"
00:10:07.810,00:10:08.890,朕想起来了,00:10:07.210,00:10:10.743,"I just remembered Yunxi came to the palace today, and"
00:10:09.520,00:10:11.230,允禧今日进宫来了,,,
00:10:12.270,00:10:14.310,跟朕说 天气好,00:10:11.670,00:10:15.397,"he suggested going to the Summer Palace for archery
since the weather is good."
00:10:14.650,00:10:15.890,要去圆明园比箭,,,
00:10:16.780,00:10:19.770,熹贵妃可有兴致陪朕去观赛吗,00:10:16.180,00:10:19.472,"Noble Consort Lumière, will you keep me company?"
00:10:20.950,00:10:21.980,小姨也同去,00:10:20.350,00:10:22.020,And my sister-in-law will join us too.
00:10:22.620,00:10:24.450,凭他是谁 若是箭术不好,00:10:22.020,00:10:25.404,"No matter who he is,
I'm not interested if he's not a good archer."
00:10:24.740,00:10:25.570,臣女才不要看呢,,,
00:10:27.370,00:10:28.410,妹妹这是答应了,00:10:26.770,00:10:28.112,Yurao agrees to go.
00:10:29.040,00:10:30.160,皇上的主意甚好,00:10:28.440,00:10:29.940,Your Majesty's idea is wonderful.
00:10:30.540,00:10:31.780,慎贝勒也是难得进宫,00:10:29.940,00:10:32.300,It's a rare opportunity to see Venerable Prince Shen.
00:10:32.500,00:10:34.740,那就容臣妾和玉娆去更衣,00:10:32.300,00:10:35.840,Please allow us to get changed before joining Your Majesty's procession.
00:10:35.170,00:10:36.040,以便陪伴圣驾,,,
00:10:37.380,00:10:37.870,好,00:10:36.780,00:10:37.620,Good.
00:11:41.320,00:11:41.940,来,00:11:40.720,00:11:41.566,Here.
00:12:15.480,00:12:16.090,好,00:12:14.880,00:12:15.840,Bravo!
00:12:39.170,00:12:41.410,允禧是越发长进了,00:12:38.570,00:12:42.120,Yunxi is getting better and better with his horseback archery.
00:12:41.840,00:12:42.750,骑射俱佳,,,
00:12:43.630,00:12:44.840,老十七的骑射,,,
00:12:45.840,00:12:48.210,原本都是皇阿玛手把手教的,00:12:43.030,00:12:47.600,"Our father taught Yunli horseback archery personally,"
00:12:48.550,00:12:49.590,如今浑都忘了,00:12:47.950,00:12:50.000,but now he is so out of practice that
00:12:52.060,00:12:54.390,还不及七八岁时候的本事了,00:12:51.460,00:12:53.790,he is worse than when he was seven or eight.
00:12:55.900,00:12:56.600,皇兄,00:12:55.300,00:12:56.480,"Your Majesty,"
00:12:57.310,00:12:59.020,我这是把酒问月多了,00:12:56.710,00:13:00.200,"I got rusty from ""drinking alone with the moon"" too much."
00:13:00.150,00:13:00.810,生疏了,,,
00:13:01.780,00:13:02.730,倒是皇兄您,,,
00:13:03.570,00:13:05.810,一直勤力 精于骑射,00:13:01.180,00:13:05.512,Whereas Your Majesty has assiduously maintained your skills in archery.
00:13:08.280,00:13:09.570,老十七还没有成亲,,,
00:13:10.410,00:13:11.150,若是成亲,00:13:07.680,00:13:12.831,"Our 17th brother is still not married.
When he is, his hands and feet will be even softer."
00:13:11.660,00:13:13.280,那手脚不得更发软了吗,,,
00:13:16.370,00:13:18.830,早知道这样 这酒就不喝了,00:13:15.770,00:13:18.720,I wouldn't have drunk if I knew you were going to make fun of me.
00:13:19.590,00:13:22.000,这箭还没射就醉了,00:13:18.990,00:13:21.890,I was already light-headed before shooting the arrow.
00:13:23.920,00:13:24.500,倒上,00:13:23.320,00:13:24.126,Fill up.
00:13:28.970,00:13:29.630,奴婢该死,00:13:28.106,00:13:29.330,My offense deserves death.
00:13:29.930,00:13:31.920,没事一件衣服而已,00:13:29.330,00:13:31.584,"Don't worry, it's just a piece of clothing."
00:13:32.720,00:13:34.130,我去偏殿换一件就是了,00:13:32.120,00:13:33.945,I'll get changed in the side chamber.
00:13:38.190,00:13:38.850,什么东西,00:13:37.590,00:13:38.720,What's that?
00:13:42.650,00:13:43.390,给朕,00:13:42.050,00:13:43.092,Give it to me.
00:14:01.750,00:14:05.420,老十七定是在哪里留情了,00:14:01.150,00:14:04.820,Our 17th brother must have had a romance somewhere.
00:14:06.590,00:14:08.630,要不然身上怎么会有这种,00:14:05.990,00:14:09.640,Otherwise he wouldn't carry a girl's trinket around!
00:14:09.140,00:14:10.250,女儿家的玩意儿,,,
00:14:30.490,00:14:31.400,这剪纸小像,00:14:29.890,00:14:31.360,This paper-cut portrait ...
00:14:32.700,00:14:34.910,倒好像是熹贵妃呢,00:14:32.100,00:14:34.310,looks like Noble Consort Lumière.
00:14:52.680,00:14:53.880,还真是很像,00:14:52.080,00:14:53.733,That's quite a resemblance.
00:14:55.430,00:14:56.670,莫须有的事情,00:14:54.830,00:14:56.630,Unfounded allegations -
00:14:57.230,00:14:59.310,这一年来臣妾已经经历太多,00:14:56.630,00:14:58.710,I have experienced too many this year.
00:15:00.350,00:15:01.470,一张小像而已,00:14:59.750,00:15:01.360,It is just a small portrait.
00:15:02.190,00:15:03.770,怎么认定就是臣妾呢,00:15:01.590,00:15:03.698,What makes Your Majesty think it is me?
00:15:05.900,00:15:07.770,这张小像的确有些像熹贵妃,00:15:05.300,00:15:07.472,This small image does look a bit like Noble Consort Lumière.
00:15:08.360,00:15:09.230,但皇上不觉得,00:15:07.760,00:15:09.050,But doesn’t Your Majesty think
00:15:09.650,00:15:11.140,也挺像二小姐和浣碧的吗,00:15:09.050,00:15:10.993,it also resembles Yurao or Jade?
00:15:14.580,00:15:16.820,小像上的女子眉目宜喜宜喷,00:15:13.980,00:15:16.937,The girl in the portrait looks happy and displeased at the same time.
00:15:17.830,00:15:19.790,臣妾越看越觉得像二小姐,00:15:17.230,00:15:19.520,"The more I look at it, the more I think it resembles Yurao."
00:15:24.670,00:15:26.330,再过一个月便是七夕了,00:15:24.070,00:15:26.749,"In a month it will be the Qixi Festival.
 [Chinese Valentine's Day]"
00:15:27.550,00:15:29.830,皇上是否也该成全一段佳话,00:15:26.950,00:15:29.230,Will Your Majesty give this story a happy ending?
00:15:31.680,00:15:32.380,这,00:15:31.080,00:15:32.200,But…
00:15:32.800,00:15:34.670,二小姐跟十七哥才第一次见哪,00:15:32.200,00:15:34.447,Yurao and Yunli just met for the first time.
00:15:58.160,00:16:02.620,这个小像的边缘略有褪色,00:15:57.560,00:16:02.397,The edges of this image are slightly discolored.
00:16:03.960,00:16:08.040,定是老十七拿在手里看了很多次,00:16:03.360,00:16:07.440,Yunli must have held it in his hand and looked at it many times.
00:16:10.090,00:16:12.210,小姨是数月前才入宫的,00:16:09.490,00:16:12.080,My sister-in-law came to the palace a few months ago.
00:16:12.680,00:16:14.760,之前从来没有见过老十七,00:16:12.080,00:16:14.160,She didn’t met Yunli until today.
00:16:15.090,00:16:15.750,不会是她,00:16:14.490,00:16:15.565,It’s not her.
